market,category,split,array_index,history_start,origin_week,forecast_origin,target_start,target_end,dataset_version,dataset_status
KR,cultural_heritage,train,2349,2016-02-28,2017-02-19,2017-02-26 00:00:00+00:00,2017-02-26,2017-05-14,demand-v2-provisional,provisional
KR,cultural_heritage,train,2350,2016-03-06,2017-02-26,2017-03-05 00:00:00+00:00,2017-03-05,2017-05-21,demand-v2-provisional,provisional
KR,cultural_heritage,train,2351,2016-03-13,2017-03-05,2017-03-12 00:00:00+00:00,2017-03-12,2017-05-28,demand-v2-provisional,provisional
KR,cultural_heritage,train,2352,2016-03-20,2017-03-12,2017-03-19 00:00:00+00:00,2017-03-19,2017-06-04,demand-v2-provisional,provisional
KR,cultural_heritage,train,2353,2016-03-27,2017-03-19,2017-03-26 00:00:00+00:00,2017-03-26,2017-06-11,demand-v2-provisional,provisional
KR,cultural_heritage,train,2354,2016-04-03,2017-03-26,2017-04-02 00:00:00+00:00,2017-04-02,2017-06-18,demand-v2-provisional,provisional
KR,cultural_heritage,train,2355,2016-04-10,2017-04-02,2017-04-09 00:00:00+00:00,2017-04-09,2017-06-25,demand-v2-provisional,provisional
KR,cultural_heritage,train,2356,2016-04-17,2017-04-09,2017-04-16 00:00:00+00:00,2017-04-16,2017-07-02,demand-v2-provisional,provisional
KR,cultural_heritage,train,2357,2016-04-24,2017-04-16,2017-04-23 00:00:00+00:00,2017-04-23,2017-07-09,demand-v2-provisional,provisional
KR,cultural_heritage,train,2358,2016-05-01,2017-04-23,2017-04-30 00:00:00+00:00,2017-04-30,2017-07-16,demand-v2-provisional,provisional
KR,cultural_heritage,train,2359,2016-05-08,2017-04-30,2017-05-07 00:00:00+00:00,2017-05-07,2017-07-23,demand-v2-provisional,provisional
KR,cultural_heritage,train,2360,2016-05-15,2017-05-07,2017-05-14 00:00:00+00:00,2017-05-14,2017-07-30,demand-v2-provisional,provisional
KR,cultural_heritage,train,2361,2016-05-22,2017-05-14,2017-05-21 00:00:00+00:00,2017-05-21,2017-08-06,demand-v2-provisional,provisional
KR,cultural_heritage,train,2362,2016-05-29,2017-05-21,2017-05-28 00:00:00+00:00,2017-05-28,2017-08-13,demand-v2-provisional,provisional
KR,cultural_heritage,train,2363,2016-06-05,2017-05-28,2017-06-04 00:00:00+00:00,2017-06-04,2017-08-20,demand-v2-provisional,provisional
KR,cultural_heritage,train,2364,2016-06-12,2017-06-04,2017-06-11 00:00:00+00:00,2017-06-11,2017-08-27,demand-v2-provisional,provisional
KR,cultural_heritage,train,2365,2016-06-19,2017-06-11,2017-06-18 00:00:00+00:00,2017-06-18,2017-09-03,demand-v2-provisional,provisional
KR,cultural_heritage,train,2366,2016-06-26,2017-06-18,2017-06-25 00:00:00+00:00,2017-06-25,2017-09-10,demand-v2-provisional,provisional
KR,cultural_heritage,train,2367,2016-07-03,2017-06-25,2017-07-02 00:00:00+00:00,2017-07-02,2017-09-17,demand-v2-provisional,provisional
KR,cultural_heritage,train,2368,2016-07-10,2017-07-02,2017-07-09 00:00:00+00:00,2017-07-09,2017-09-24,demand-v2-provisional,provisional
KR,cultural_heritage,train,2369,2016-07-17,2017-07-09,2017-07-16 00:00:00+00:00,2017-07-16,2017-10-01,demand-v2-provisional,provisional
KR,cultural_heritage,train,2370,2016-07-24,2017-07-16,2017-07-23 00:00:00+00:00,2017-07-23,2017-10-08,demand-v2-provisional,provisional
KR,cultural_heritage,train,2371,2016-07-31,2017-07-23,2017-07-30 00:00:00+00:00,2017-07-30,2017-10-15,demand-v2-provisional,provisional
KR,cultural_heritage,train,2372,2016-08-07,2017-07-30,2017-08-06 00:00:00+00:00,2017-08-06,2017-10-22,demand-v2-provisional,provisional
KR,cultural_heritage,train,2373,2016-08-14,2017-08-06,2017-08-13 00:00:00+00:00,2017-08-13,2017-10-29,demand-v2-provisional,provisional
KR,cultural_heritage,train,2374,2016-08-21,2017-08-13,2017-08-20 00:00:00+00:00,2017-08-20,2017-11-05,demand-v2-provisional,provisional
KR,cultural_heritage,train,2375,2016-08-28,2017-08-20,2017-08-27 00:00:00+00:00,2017-08-27,2017-11-12,demand-v2-provisional,provisional
KR,cultural_heritage,train,2376,2016-09-04,2017-08-27,2017-09-03 00:00:00+00:00,2017-09-03,2017-11-19,demand-v2-provisional,provisional
KR,cultural_heritage,train,2377,2016-09-11,2017-09-03,2017-09-10 00:00:00+00:00,2017-09-10,2017-11-26,demand-v2-provisional,provisional
KR,cultural_heritage,train,2378,2016-09-18,2017-09-10,2017-09-17 00:00:00+00:00,2017-09-17,2017-12-03,demand-v2-provisional,provisional
KR,cultural_heritage,train,2379,2016-09-25,2017-09-17,2017-09-24 00:00:00+00:00,2017-09-24,2017-12-10,demand-v2-provisional,provisional
KR,cultural_heritage,train,2380,2016-10-02,2017-09-24,2017-10-01 00:00:00+00:00,2017-10-01,2017-12-17,demand-v2-provisional,provisional
KR,cultural_heritage,train,2381,2016-10-09,2017-10-01,2017-10-08 00:00:00+00:00,2017-10-08,2017-12-24,demand-v2-provisional,provisional
KR,cultural_heritage,train,2382,2016-10-16,2017-10-08,2017-10-15 00:00:00+00:00,2017-10-15,2017-12-31,demand-v2-provisional,provisional
KR,cultural_heritage,train,2383,2016-10-23,2017-10-15,2017-10-22 00:00:00+00:00,2017-10-22,2018-01-07,demand-v2-provisional,provisional
KR,cultural_heritage,train,2384,2016-10-30,2017-10-22,2017-10-29 00:00:00+00:00,2017-10-29,2018-01-14,demand-v2-provisional,provisional
KR,cultural_heritage,train,2385,2016-11-06,2017-10-29,2017-11-05 00:00:00+00:00,2017-11-05,2018-01-21,demand-v2-provisional,provisional
KR,cultural_heritage,train,2386,2016-11-13,2017-11-05,2017-11-12 00:00:00+00:00,2017-11-12,2018-01-28,demand-v2-provisional,provisional
KR,cultural_heritage,train,2387,2016-11-20,2017-11-12,2017-11-19 00:00:00+00:00,2017-11-19,2018-02-04,demand-v2-provisional,provisional
KR,cultural_heritage,train,2388,2016-11-27,2017-11-19,2017-11-26 00:00:00+00:00,2017-11-26,2018-02-11,demand-v2-provisional,provisional
KR,cultural_heritage,train,2389,2016-12-04,2017-11-26,2017-12-03 00:00:00+00:00,2017-12-03,2018-02-18,demand-v2-provisional,provisional
KR,cultural_heritage,train,2390,2016-12-11,2017-12-03,2017-12-10 00:00:00+00:00,2017-12-10,2018-02-25,demand-v2-provisional,provisional
KR,cultural_heritage,train,2391,2016-12-18,2017-12-10,2017-12-17 00:00:00+00:00,2017-12-17,2018-03-04,demand-v2-provisional,provisional
KR,cultural_heritage,train,2392,2016-12-25,2017-12-17,2017-12-24 00:00:00+00:00,2017-12-24,2018-03-11,demand-v2-provisional,provisional
KR,cultural_heritage,train,2393,2017-01-01,2017-12-24,2017-12-31 00:00:00+00:00,2017-12-31,2018-03-18,demand-v2-provisional,provisional
KR,cultural_heritage,train,2394,2017-01-08,2017-12-31,2018-01-07 00:00:00+00:00,2018-01-07,2018-03-25,demand-v2-provisional,provisional
KR,cultural_heritage,train,2395,2017-01-15,2018-01-07,2018-01-14 00:00:00+00:00,2018-01-14,2018-04-01,demand-v2-provisional,provisional
KR,cultural_heritage,train,2396,2017-01-22,2018-01-14,2018-01-21 00:00:00+00:00,2018-01-21,2018-04-08,demand-v2-provisional,provisional
KR,cultural_heritage,train,2397,2017-01-29,2018-01-21,2018-01-28 00:00:00+00:00,2018-01-28,2018-04-15,demand-v2-provisional,provisional
KR,cultural_heritage,train,2398,2017-02-05,2018-01-28,2018-02-04 00:00:00+00:00,2018-02-04,2018-04-22,demand-v2-provisional,provisional
KR,cultural_heritage,train,2399,2017-02-12,2018-02-04,2018-02-11 00:00:00+00:00,2018-02-11,2018-04-29,demand-v2-provisional,provisional
KR,cultural_heritage,train,2400,2017-02-19,2018-02-11,2018-02-18 00:00:00+00:00,2018-02-18,2018-05-06,demand-v2-provisional,provisional
KR,cultural_heritage,train,2401,2017-02-26,2018-02-18,2018-02-25 00:00:00+00:00,2018-02-25,2018-05-13,demand-v2-provisional,provisional
KR,cultural_heritage,train,2402,2017-03-05,2018-02-25,2018-03-04 00:00:00+00:00,2018-03-04,2018-05-20,demand-v2-provisional,provisional
KR,cultural_heritage,train,2403,2017-03-12,2018-03-04,2018-03-11 00:00:00+00:00,2018-03-11,2018-05-27,demand-v2-provisional,provisional
KR,cultural_heritage,train,2404,2017-03-19,2018-03-11,2018-03-18 00:00:00+00:00,2018-03-18,2018-06-03,demand-v2-provisional,provisional
KR,cultural_heritage,train,2405,2017-03-26,2018-03-18,2018-03-25 00:00:00+00:00,2018-03-25,2018-06-10,demand-v2-provisional,provisional
KR,cultural_heritage,train,2406,2017-04-02,2018-03-25,2018-04-01 00:00:00+00:00,2018-04-01,2018-06-17,demand-v2-provisional,provisional
KR,cultural_heritage,train,2407,2017-04-09,2018-04-01,2018-04-08 00:00:00+00:00,2018-04-08,2018-06-24,demand-v2-provisional,provisional
KR,cultural_heritage,train,2408,2017-04-16,2018-04-08,2018-04-15 00:00:00+00:00,2018-04-15,2018-07-01,demand-v2-provisional,provisional
KR,cultural_heritage,train,2409,2017-04-23,2018-04-15,2018-04-22 00:00:00+00:00,2018-04-22,2018-07-08,demand-v2-provisional,provisional
KR,cultural_heritage,train,2410,2017-04-30,2018-04-22,2018-04-29 00:00:00+00:00,2018-04-29,2018-07-15,demand-v2-provisional,provisional
KR,cultural_heritage,train,2411,2017-05-07,2018-04-29,2018-05-06 00:00:00+00:00,2018-05-06,2018-07-22,demand-v2-provisional,provisional
KR,cultural_heritage,train,2412,2017-05-14,2018-05-06,2018-05-13 00:00:00+00:00,2018-05-13,2018-07-29,demand-v2-provisional,provisional
KR,cultural_heritage,train,2413,2017-05-21,2018-05-13,2018-05-20 00:00:00+00:00,2018-05-20,2018-08-05,demand-v2-provisional,provisional
KR,cultural_heritage,train,2414,2017-05-28,2018-05-20,2018-05-27 00:00:00+00:00,2018-05-27,2018-08-12,demand-v2-provisional,provisional
KR,cultural_heritage,train,2415,2017-06-04,2018-05-27,2018-06-03 00:00:00+00:00,2018-06-03,2018-08-19,demand-v2-provisional,provisional
KR,cultural_heritage,train,2416,2017-06-11,2018-06-03,2018-06-10 00:00:00+00:00,2018-06-10,2018-08-26,demand-v2-provisional,provisional
KR,cultural_heritage,train,2417,2017-06-18,2018-06-10,2018-06-17 00:00:00+00:00,2018-06-17,2018-09-02,demand-v2-provisional,provisional
KR,cultural_heritage,train,2418,2017-06-25,2018-06-17,2018-06-24 00:00:00+00:00,2018-06-24,2018-09-09,demand-v2-provisional,provisional
KR,cultural_heritage,train,2419,2017-07-02,2018-06-24,2018-07-01 00:00:00+00:00,2018-07-01,2018-09-16,demand-v2-provisional,provisional
KR,cultural_heritage,train,2420,2017-07-09,2018-07-01,2018-07-08 00:00:00+00:00,2018-07-08,2018-09-23,demand-v2-provisional,provisional
KR,cultural_heritage,train,2421,2017-07-16,2018-07-08,2018-07-15 00:00:00+00:00,2018-07-15,2018-09-30,demand-v2-provisional,provisional
KR,cultural_heritage,train,2422,2017-07-23,2018-07-15,2018-07-22 00:00:00+00:00,2018-07-22,2018-10-07,demand-v2-provisional,provisional
KR,cultural_heritage,train,2423,2017-07-30,2018-07-22,2018-07-29 00:00:00+00:00,2018-07-29,2018-10-14,demand-v2-provisional,provisional
KR,cultural_heritage,train,2424,2017-08-06,2018-07-29,2018-08-05 00:00:00+00:00,2018-08-05,2018-10-21,demand-v2-provisional,provisional
KR,cultural_heritage,train,2425,2017-08-13,2018-08-05,2018-08-12 00:00:00+00:00,2018-08-12,2018-10-28,demand-v2-provisional,provisional
KR,cultural_heritage,train,2426,2017-08-20,2018-08-12,2018-08-19 00:00:00+00:00,2018-08-19,2018-11-04,demand-v2-provisional,provisional
KR,cultural_heritage,train,2427,2017-08-27,2018-08-19,2018-08-26 00:00:00+00:00,2018-08-26,2018-11-11,demand-v2-provisional,provisional
KR,cultural_heritage,train,2428,2017-09-03,2018-08-26,2018-09-02 00:00:00+00:00,2018-09-02,2018-11-18,demand-v2-provisional,provisional
KR,cultural_heritage,train,2429,2017-09-10,2018-09-02,2018-09-09 00:00:00+00:00,2018-09-09,2018-11-25,demand-v2-provisional,provisional
KR,cultural_heritage,train,2430,2017-09-17,2018-09-09,2018-09-16 00:00:00+00:00,2018-09-16,2018-12-02,demand-v2-provisional,provisional
KR,cultural_heritage,train,2431,2017-09-24,2018-09-16,2018-09-23 00:00:00+00:00,2018-09-23,2018-12-09,demand-v2-provisional,provisional
KR,cultural_heritage,train,2432,2017-10-01,2018-09-23,2018-09-30 00:00:00+00:00,2018-09-30,2018-12-16,demand-v2-provisional,provisional
KR,cultural_heritage,train,2433,2017-10-08,2018-09-30,2018-10-07 00:00:00+00:00,2018-10-07,2018-12-23,demand-v2-provisional,provisional
KR,cultural_heritage,train,2434,2017-10-15,2018-10-07,2018-10-14 00:00:00+00:00,2018-10-14,2018-12-30,demand-v2-provisional,provisional
KR,cultural_heritage,train,2435,2017-10-22,2018-10-14,2018-10-21 00:00:00+00:00,2018-10-21,2019-01-06,demand-v2-provisional,provisional
KR,cultural_heritage,train,2436,2017-10-29,2018-10-21,2018-10-28 00:00:00+00:00,2018-10-28,2019-01-13,demand-v2-provisional,provisional
KR,cultural_heritage,train,2437,2017-11-05,2018-10-28,2018-11-04 00:00:00+00:00,2018-11-04,2019-01-20,demand-v2-provisional,provisional
KR,cultural_heritage,train,2438,2017-11-12,2018-11-04,2018-11-11 00:00:00+00:00,2018-11-11,2019-01-27,demand-v2-provisional,provisional
KR,cultural_heritage,train,2439,2017-11-19,2018-11-11,2018-11-18 00:00:00+00:00,2018-11-18,2019-02-03,demand-v2-provisional,provisional
KR,cultural_heritage,train,2440,2017-11-26,2018-11-18,2018-11-25 00:00:00+00:00,2018-11-25,2019-02-10,demand-v2-provisional,provisional
KR,cultural_heritage,train,2441,2017-12-03,2018-11-25,2018-12-02 00:00:00+00:00,2018-12-02,2019-02-17,demand-v2-provisional,provisional
KR,cultural_heritage,train,2442,2017-12-10,2018-12-02,2018-12-09 00:00:00+00:00,2018-12-09,2019-02-24,demand-v2-provisional,provisional
KR,cultural_heritage,train,2443,2017-12-17,2018-12-09,2018-12-16 00:00:00+00:00,2018-12-16,2019-03-03,demand-v2-provisional,provisional
KR,cultural_heritage,train,2444,2017-12-24,2018-12-16,2018-12-23 00:00:00+00:00,2018-12-23,2019-03-10,demand-v2-provisional,provisional
KR,cultural_heritage,train,2445,2017-12-31,2018-12-23,2018-12-30 00:00:00+00:00,2018-12-30,2019-03-17,demand-v2-provisional,provisional
KR,cultural_heritage,train,2446,2018-01-07,2018-12-30,2019-01-06 00:00:00+00:00,2019-01-06,2019-03-24,demand-v2-provisional,provisional
KR,cultural_heritage,train,2447,2018-01-14,2019-01-06,2019-01-13 00:00:00+00:00,2019-01-13,2019-03-31,demand-v2-provisional,provisional
KR,cultural_heritage,train,2448,2018-01-21,2019-01-13,2019-01-20 00:00:00+00:00,2019-01-20,2019-04-07,demand-v2-provisional,provisional
KR,cultural_heritage,train,2449,2018-01-28,2019-01-20,2019-01-27 00:00:00+00:00,2019-01-27,2019-04-14,demand-v2-provisional,provisional
KR,cultural_heritage,train,2450,2018-02-04,2019-01-27,2019-02-03 00:00:00+00:00,2019-02-03,2019-04-21,demand-v2-provisional,provisional
KR,cultural_heritage,train,2451,2018-02-11,2019-02-03,2019-02-10 00:00:00+00:00,2019-02-10,2019-04-28,demand-v2-provisional,provisional
KR,cultural_heritage,train,2452,2018-02-18,2019-02-10,2019-02-17 00:00:00+00:00,2019-02-17,2019-05-05,demand-v2-provisional,provisional
KR,cultural_heritage,train,2453,2018-02-25,2019-02-17,2019-02-24 00:00:00+00:00,2019-02-24,2019-05-12,demand-v2-provisional,provisional
KR,cultural_heritage,train,2454,2018-03-04,2019-02-24,2019-03-03 00:00:00+00:00,2019-03-03,2019-05-19,demand-v2-provisional,provisional
KR,cultural_heritage,train,2455,2018-03-11,2019-03-03,2019-03-10 00:00:00+00:00,2019-03-10,2019-05-26,demand-v2-provisional,provisional
KR,cultural_heritage,train,2456,2018-03-18,2019-03-10,2019-03-17 00:00:00+00:00,2019-03-17,2019-06-02,demand-v2-provisional,provisional
KR,cultural_heritage,train,2457,2018-03-25,2019-03-17,2019-03-24 00:00:00+00:00,2019-03-24,2019-06-09,demand-v2-provisional,provisional
KR,cultural_heritage,train,2458,2018-04-01,2019-03-24,2019-03-31 00:00:00+00:00,2019-03-31,2019-06-16,demand-v2-provisional,provisional
KR,cultural_heritage,train,2459,2018-04-08,2019-03-31,2019-04-07 00:00:00+00:00,2019-04-07,2019-06-23,demand-v2-provisional,provisional
KR,cultural_heritage,train,2460,2018-04-15,2019-04-07,2019-04-14 00:00:00+00:00,2019-04-14,2019-06-30,demand-v2-provisional,provisional
KR,cultural_heritage,train,2461,2018-04-22,2019-04-14,2019-04-21 00:00:00+00:00,2019-04-21,2019-07-07,demand-v2-provisional,provisional
KR,cultural_heritage,train,2462,2018-04-29,2019-04-21,2019-04-28 00:00:00+00:00,2019-04-28,2019-07-14,demand-v2-provisional,provisional
KR,cultural_heritage,train,2463,2018-05-06,2019-04-28,2019-05-05 00:00:00+00:00,2019-05-05,2019-07-21,demand-v2-provisional,provisional
KR,cultural_heritage,train,2464,2018-05-13,2019-05-05,2019-05-12 00:00:00+00:00,2019-05-12,2019-07-28,demand-v2-provisional,provisional
KR,cultural_heritage,train,2465,2018-05-20,2019-05-12,2019-05-19 00:00:00+00:00,2019-05-19,2019-08-04,demand-v2-provisional,provisional
KR,cultural_heritage,train,2466,2018-05-27,2019-05-19,2019-05-26 00:00:00+00:00,2019-05-26,2019-08-11,demand-v2-provisional,provisional
KR,cultural_heritage,train,2467,2018-06-03,2019-05-26,2019-06-02 00:00:00+00:00,2019-06-02,2019-08-18,demand-v2-provisional,provisional
KR,cultural_heritage,train,2468,2018-06-10,2019-06-02,2019-06-09 00:00:00+00:00,2019-06-09,2019-08-25,demand-v2-provisional,provisional
KR,cultural_heritage,train,2469,2018-06-17,2019-06-09,2019-06-16 00:00:00+00:00,2019-06-16,2019-09-01,demand-v2-provisional,provisional
KR,cultural_heritage,train,2470,2018-06-24,2019-06-16,2019-06-23 00:00:00+00:00,2019-06-23,2019-09-08,demand-v2-provisional,provisional
KR,cultural_heritage,train,2471,2018-07-01,2019-06-23,2019-06-30 00:00:00+00:00,2019-06-30,2019-09-15,demand-v2-provisional,provisional
KR,cultural_heritage,train,2472,2018-07-08,2019-06-30,2019-07-07 00:00:00+00:00,2019-07-07,2019-09-22,demand-v2-provisional,provisional
KR,cultural_heritage,train,2473,2018-07-15,2019-07-07,2019-07-14 00:00:00+00:00,2019-07-14,2019-09-29,demand-v2-provisional,provisional
KR,cultural_heritage,train,2474,2018-07-22,2019-07-14,2019-07-21 00:00:00+00:00,2019-07-21,2019-10-06,demand-v2-provisional,provisional
KR,cultural_heritage,train,2475,2018-07-29,2019-07-21,2019-07-28 00:00:00+00:00,2019-07-28,2019-10-13,demand-v2-provisional,provisional
KR,cultural_heritage,train,2476,2018-08-05,2019-07-28,2019-08-04 00:00:00+00:00,2019-08-04,2019-10-20,demand-v2-provisional,provisional
KR,cultural_heritage,train,2477,2018-08-12,2019-08-04,2019-08-11 00:00:00+00:00,2019-08-11,2019-10-27,demand-v2-provisional,provisional
KR,cultural_heritage,train,2478,2018-08-19,2019-08-11,2019-08-18 00:00:00+00:00,2019-08-18,2019-11-03,demand-v2-provisional,provisional
KR,cultural_heritage,train,2479,2018-08-26,2019-08-18,2019-08-25 00:00:00+00:00,2019-08-25,2019-11-10,demand-v2-provisional,provisional
KR,cultural_heritage,train,2480,2018-09-02,2019-08-25,2019-09-01 00:00:00+00:00,2019-09-01,2019-11-17,demand-v2-provisional,provisional
KR,cultural_heritage,train,2481,2018-09-09,2019-09-01,2019-09-08 00:00:00+00:00,2019-09-08,2019-11-24,demand-v2-provisional,provisional
KR,cultural_heritage,train,2482,2018-09-16,2019-09-08,2019-09-15 00:00:00+00:00,2019-09-15,2019-12-01,demand-v2-provisional,provisional
KR,cultural_heritage,train,2483,2018-09-23,2019-09-15,2019-09-22 00:00:00+00:00,2019-09-22,2019-12-08,demand-v2-provisional,provisional
KR,cultural_heritage,train,2484,2018-09-30,2019-09-22,2019-09-29 00:00:00+00:00,2019-09-29,2019-12-15,demand-v2-provisional,provisional
KR,cultural_heritage,train,2485,2018-10-07,2019-09-29,2019-10-06 00:00:00+00:00,2019-10-06,2019-12-22,demand-v2-provisional,provisional
KR,cultural_heritage,train,2486,2023-01-01,2023-12-24,2023-12-31 00:00:00+00:00,2023-12-31,2024-03-17,demand-v2-provisional,provisional
KR,cultural_heritage,train,2487,2023-01-08,2023-12-31,2024-01-07 00:00:00+00:00,2024-01-07,2024-03-24,demand-v2-provisional,provisional
KR,cultural_heritage,train,2488,2023-01-15,2024-01-07,2024-01-14 00:00:00+00:00,2024-01-14,2024-03-31,demand-v2-provisional,provisional
KR,cultural_heritage,train,2489,2023-01-22,2024-01-14,2024-01-21 00:00:00+00:00,2024-01-21,2024-04-07,demand-v2-provisional,provisional
KR,cultural_heritage,train,2490,2023-01-29,2024-01-21,2024-01-28 00:00:00+00:00,2024-01-28,2024-04-14,demand-v2-provisional,provisional
KR,cultural_heritage,train,2491,2023-02-05,2024-01-28,2024-02-04 00:00:00+00:00,2024-02-04,2024-04-21,demand-v2-provisional,provisional
KR,cultural_heritage,train,2492,2023-02-12,2024-02-04,2024-02-11 00:00:00+00:00,2024-02-11,2024-04-28,demand-v2-provisional,provisional
KR,cultural_heritage,train,2493,2023-02-19,2024-02-11,2024-02-18 00:00:00+00:00,2024-02-18,2024-05-05,demand-v2-provisional,provisional
KR,cultural_heritage,train,2494,2023-02-26,2024-02-18,2024-02-25 00:00:00+00:00,2024-02-25,2024-05-12,demand-v2-provisional,provisional
KR,cultural_heritage,train,2495,2023-03-05,2024-02-25,2024-03-03 00:00:00+00:00,2024-03-03,2024-05-19,demand-v2-provisional,provisional
KR,cultural_heritage,validation,341,2023-05-28,2024-05-19,2024-05-26 00:00:00+00:00,2024-05-26,2024-08-11,demand-v2-provisional,provisional
KR,cultural_heritage,validation,342,2023-06-04,2024-05-26,2024-06-02 00:00:00+00:00,2024-06-02,2024-08-18,demand-v2-provisional,provisional
KR,cultural_heritage,validation,343,2023-06-11,2024-06-02,2024-06-09 00:00:00+00:00,2024-06-09,2024-08-25,demand-v2-provisional,provisional
KR,cultural_heritage,validation,344,2023-06-18,2024-06-09,2024-06-16 00:00:00+00:00,2024-06-16,2024-09-01,demand-v2-provisional,provisional
KR,cultural_heritage,validation,345,2023-06-25,2024-06-16,2024-06-23 00:00:00+00:00,2024-06-23,2024-09-08,demand-v2-provisional,provisional
KR,cultural_heritage,validation,346,2023-07-02,2024-06-23,2024-06-30 00:00:00+00:00,2024-06-30,2024-09-15,demand-v2-provisional,provisional
KR,cultural_heritage,validation,347,2023-07-09,2024-06-30,2024-07-07 00:00:00+00:00,2024-07-07,2024-09-22,demand-v2-provisional,provisional
KR,cultural_heritage,validation,348,2023-07-16,2024-07-07,2024-07-14 00:00:00+00:00,2024-07-14,2024-09-29,demand-v2-provisional,provisional
KR,cultural_heritage,validation,349,2023-07-23,2024-07-14,2024-07-21 00:00:00+00:00,2024-07-21,2024-10-06,demand-v2-provisional,provisional
KR,cultural_heritage,validation,350,2023-07-30,2024-07-21,2024-07-28 00:00:00+00:00,2024-07-28,2024-10-13,demand-v2-provisional,provisional
KR,cultural_heritage,validation,351,2023-08-06,2024-07-28,2024-08-04 00:00:00+00:00,2024-08-04,2024-10-20,demand-v2-provisional,provisional
KR,cultural_heritage,validation,352,2023-08-13,2024-08-04,2024-08-11 00:00:00+00:00,2024-08-11,2024-10-27,demand-v2-provisional,provisional
KR,cultural_heritage,validation,353,2023-08-20,2024-08-11,2024-08-18 00:00:00+00:00,2024-08-18,2024-11-03,demand-v2-provisional,provisional
KR,cultural_heritage,validation,354,2023-08-27,2024-08-18,2024-08-25 00:00:00+00:00,2024-08-25,2024-11-10,demand-v2-provisional,provisional
KR,cultural_heritage,validation,355,2023-09-03,2024-08-25,2024-09-01 00:00:00+00:00,2024-09-01,2024-11-17,demand-v2-provisional,provisional
KR,cultural_heritage,validation,356,2023-09-10,2024-09-01,2024-09-08 00:00:00+00:00,2024-09-08,2024-11-24,demand-v2-provisional,provisional
KR,cultural_heritage,validation,357,2023-09-17,2024-09-08,2024-09-15 00:00:00+00:00,2024-09-15,2024-12-01,demand-v2-provisional,provisional
KR,cultural_heritage,validation,358,2023-09-24,2024-09-15,2024-09-22 00:00:00+00:00,2024-09-22,2024-12-08,demand-v2-provisional,provisional
KR,cultural_heritage,validation,359,2023-10-01,2024-09-22,2024-09-29 00:00:00+00:00,2024-09-29,2024-12-15,demand-v2-provisional,provisional
KR,cultural_heritage,validation,360,2023-10-08,2024-09-29,2024-10-06 00:00:00+00:00,2024-10-06,2024-12-22,demand-v2-provisional,provisional
KR,cultural_heritage,validation,361,2023-10-15,2024-10-06,2024-10-13 00:00:00+00:00,2024-10-13,2024-12-29,demand-v2-provisional,provisional
KR,cultural_heritage,validation,362,2023-10-22,2024-10-13,2024-10-20 00:00:00+00:00,2024-10-20,2025-01-05,demand-v2-provisional,provisional
KR,cultural_heritage,validation,363,2023-10-29,2024-10-20,2024-10-27 00:00:00+00:00,2024-10-27,2025-01-12,demand-v2-provisional,provisional
KR,cultural_heritage,validation,364,2023-11-05,2024-10-27,2024-11-03 00:00:00+00:00,2024-11-03,2025-01-19,demand-v2-provisional,provisional
KR,cultural_heritage,validation,365,2023-11-12,2024-11-03,2024-11-10 00:00:00+00:00,2024-11-10,2025-01-26,demand-v2-provisional,provisional
KR,cultural_heritage,validation,366,2023-11-19,2024-11-10,2024-11-17 00:00:00+00:00,2024-11-17,2025-02-02,demand-v2-provisional,provisional
KR,cultural_heritage,validation,367,2023-11-26,2024-11-17,2024-11-24 00:00:00+00:00,2024-11-24,2025-02-09,demand-v2-provisional,provisional
KR,cultural_heritage,validation,368,2023-12-03,2024-11-24,2024-12-01 00:00:00+00:00,2024-12-01,2025-02-16,demand-v2-provisional,provisional
KR,cultural_heritage,validation,369,2023-12-10,2024-12-01,2024-12-08 00:00:00+00:00,2024-12-08,2025-02-23,demand-v2-provisional,provisional
KR,cultural_heritage,validation,370,2023-12-17,2024-12-08,2024-12-15 00:00:00+00:00,2024-12-15,2025-03-02,demand-v2-provisional,provisional
KR,cultural_heritage,validation,371,2023-12-24,2024-12-15,2024-12-22 00:00:00+00:00,2024-12-22,2025-03-09,demand-v2-provisional,provisional
KR,cultural_heritage,test,341,2024-03-17,2025-03-09,2025-03-16 00:00:00+00:00,2025-03-16,2025-06-01,demand-v2-provisional,provisional
KR,cultural_heritage,test,342,2024-03-24,2025-03-16,2025-03-23 00:00:00+00:00,2025-03-23,2025-06-08,demand-v2-provisional,provisional
KR,cultural_heritage,test,343,2024-03-31,2025-03-23,2025-03-30 00:00:00+00:00,2025-03-30,2025-06-15,demand-v2-provisional,provisional
KR,cultural_heritage,test,344,2024-04-07,2025-03-30,2025-04-06 00:00:00+00:00,2025-04-06,2025-06-22,demand-v2-provisional,provisional
KR,cultural_heritage,test,345,2024-04-14,2025-04-06,2025-04-13 00:00:00+00:00,2025-04-13,2025-06-29,demand-v2-provisional,provisional
KR,cultural_heritage,test,346,2024-04-21,2025-04-13,2025-04-20 00:00:00+00:00,2025-04-20,2025-07-06,demand-v2-provisional,provisional
KR,cultural_heritage,test,347,2024-04-28,2025-04-20,2025-04-27 00:00:00+00:00,2025-04-27,2025-07-13,demand-v2-provisional,provisional
KR,cultural_heritage,test,348,2024-05-05,2025-04-27,2025-05-04 00:00:00+00:00,2025-05-04,2025-07-20,demand-v2-provisional,provisional
